0.667172 0 4
0.0125849 1 16
0.000251808 2 23
5.00603e-06 3 29
9.93771e-08 4 36
1.9723e-09 5 42
3.92642e-11 6 48
1.02318e-12 7 54
1.13687e-13 8 61
64
