10, 30
20, 86
30, 159
40, 270
50, 458
60, 596
70, 887
80, 1150
90, 1095
100, 1086
110, 901
120, 859
130, 930
140, 1148
150, 890
160, 1016
170, 1059
180, 1201
190, 1728
200, 1564
210, 1639
220, 1924
230, 1952
240, 2148
250, 2353
260, 2714
270, 2739
280, 2963
290, 3210
300, 3408
310, 3736
320, 3965
330, 4204
340, 4340
350, 4790
360, 4746
370, 5474
380, 5355
390, 5774
400, 5952
410, 6436
420, 6577
430, 7074
440, 7540
450, 7842
460, 7823
470, 8336
480, 8757
490, 8902
500, 9794
510, 10059
520, 10932
530, 10721
540, 11397
550, 11753
560, 12258
570, 12306
580, 13367
590, 13169
600, 13575
610, 13986
620, 14996
630, 15902
640, 15222
650, 15760
660, 16371
670, 17005
680, 17133
690, 17967
700, 18864
710, 20012
720, 20401
730, 22249
740, 21117
750, 22291
760, 23128
770, 23198
780, 23681
790, 25156
800, 24554
810, 26111
820, 26113
830, 26495
840, 27451
850, 27216
860, 29290
870, 32128
880, 29549
890, 31340
900, 31089
910, 32270
920, 33776
930, 34274
940, 33374
950, 34535
960, 34459
970, 39274
980, 36755
990, 40256
1000, 37671
1010, 38072
1020, 39806
1030, 45427
1040, 41697
1050, 45030
1060, 43035
1070, 44109
1080, 45698
1090, 47168
1100, 47615
1110, 48086
1120, 48322
1130, 52582
1140, 51749
1150, 52795
1160, 51282
1170, 51855
1180, 55992
1190, 54368
1200, 58132
1210, 56564
1220, 57498
1230, 58185
1240, 60227
1250, 59171
1260, 59181
1270, 62469
1280, 61880
1290, 63730
1300, 63912
1310, 64766
1320, 66285
1330, 66687
1340, 70682
1350, 69715
1360, 73455
1370, 71771
1380, 72158
1390, 73316
1400, 73786
1410, 74713
1420, 78320
1430, 76133
1440, 78673
1450, 91143
1460, 89435
1470, 89638
1480, 91499
1490, 94925
1500, 91755
1510, 94629
1520, 94193
1530, 98905
1540, 97434
1550, 99612
1560, 101238
1570, 103125
1580, 103600
1590, 103636
1600, 104710
1610, 107556
1620, 109344
1630, 109032
1640, 113426
1650, 133705
1660, 115593
1670, 116102
1680, 116978
1690, 117224
1700, 121116
1710, 122522
1720, 120355
1730, 124915
1740, 123189
1750, 139494
1760, 144203
1770, 148166
1780, 149878
1790, 150311
1800, 149791
1810, 150094
1820, 158643
1830, 154452
1840, 151079
1850, 152919
1860, 156188
1870, 157798
1880, 161882
1890, 161886
1900, 163628
1910, 172820
1920, 168045
1930, 166647
1940, 172150
1950, 178226
1960, 178381
1970, 187347
1980, 179735
1990, 180073
2000, 198371
2010, 190515
2020, 197134
2030, 187003
2040, 193623
2050, 210206
2060, 211249
2070, 210496
2080, 220329
2090, 214037
2100, 221060
