10, 2
20, 3
30, 5
40, 8
50, 12
60, 16
70, 22
80, 28
90, 35
100, 42
110, 50
120, 59
130, 69
140, 79
150, 91
160, 103
170, 115
180, 131
190, 143
200, 158
210, 174
220, 191
230, 209
240, 277
250, 256
260, 266
270, 285
280, 386
290, 328
300, 358
310, 373
320, 402
330, 422
340, 478
350, 495
360, 530
370, 581
380, 580
390, 612
400, 647
410, 675
420, 704
430, 739
440, 771
450, 818
460, 841
470, 889
480, 1000
490, 1052
500, 1050
510, 1280
520, 1120
530, 1184
540, 1161
550, 1201
560, 1250
570, 1309
580, 1359
590, 1359
600, 1400
610, 1425
620, 1510
630, 1577
640, 1634
650, 1658
660, 1697
670, 1774
680, 1810
690, 1859
700, 1933
710, 1983
720, 2043
730, 2070
740, 2142
750, 2209
760, 2188
770, 2329
780, 2396
790, 2450
800, 2522
810, 2670
820, 2607
830, 2683
840, 2795
850, 2821
860, 2924
870, 2979
880, 3018
890, 3149
900, 3201
910, 3304
920, 3359
930, 3427
940, 3529
950, 3475
960, 3523
970, 3737
980, 3752
990, 3844
1000, 3825
1010, 4062
1020, 4130
1030, 4058
1040, 4233
1050, 4321
1060, 4443
1070, 4500
1080, 4483
1090, 4686
1100, 4581
1110, 4747
1120, 4969
1130, 5011
1140, 4915
1150, 5160
1160, 5146
1170, 5387
1180, 5472
1190, 5371
1200, 5633
1210, 5766
1220, 5813
1230, 6024
1240, 5910
1250, 5913
1260, 6288
1270, 6648
1280, 6373
1290, 6566
1300, 6427
1310, 6828
1320, 6856
1330, 6994
1340, 6819
1350, 7199
1360, 7087
1370, 7450
1380, 7522
1390, 7580
1400, 7677
1410, 7768
1420, 7945
1430, 7829
1440, 8273
1450, 8262
1460, 8382
1470, 8468
1480, 8637
1490, 8839
1500, 8790
1510, 9018
1520, 9086
1530, 9263
1540, 9010
1550, 9225
1560, 9579
1570, 9751
1580, 9554
1590, 10033
1600, 10057
1610, 9922
1620, 10361
1630, 10486
1640, 10651
1650, 10844
1660, 10856
1670, 11146
1680, 11395
1690, 10938
1700, 11010
1710, 11581
1720, 11388
1730, 11435
1740, 11594
1750, 12044
1760, 12316
1770, 12449
1780, 13089
1790, 12636
1800, 46823
1810, 46527
1820, 47051
1830, 49306
1840, 48401
1850, 12133
1860, 12086
1870, 12562
1880, 12334
1890, 12439
1900, 12811
1910, 12662
1920, 12965
1930, 13047
1940, 13104
1950, 13942
1960, 14872
1970, 13434
1980, 14046
1990, 14027
2000, 14910
2010, 14262
2020, 14320
2030, 15477
2040, 18843
2050, 18680
2060, 19694
2070, 25691
2080, 19531
2090, 18546
2100, 17395
