10, 2
20, 5
30, 9
40, 14
50, 21
60, 26
70, 38
80, 46
90, 62
100, 71
110, 89
120, 107
130, 114
140, 142
150, 158
160, 189
170, 195
180, 225
190, 255
200, 278
210, 302
220, 317
230, 346
240, 375
250, 412
260, 439
270, 472
280, 573
290, 544
300, 588
310, 622
320, 661
330, 704
340, 745
350, 788
360, 845
370, 890
380, 942
390, 982
400, 987
410, 1046
420, 1104
430, 1256
440, 1204
450, 1263
460, 1304
470, 1377
480, 1433
490, 1504
500, 1559
510, 1546
520, 1661
530, 1722
540, 1788
550, 1843
560, 1894
570, 1970
580, 2040
590, 2134
600, 2106
610, 2176
620, 2265
630, 2745
640, 2410
650, 2484
660, 2567
670, 2677
680, 2737
690, 2921
700, 2994
710, 3038
720, 3015
730, 3271
740, 3337
750, 3345
760, 3430
770, 3675
780, 3729
790, 3844
800, 3782
810, 3903
820, 3975
830, 4206
840, 4182
850, 4407
860, 4532
870, 4434
880, 4605
890, 4874
900, 4767
910, 5111
920, 4950
930, 5077
940, 5392
950, 5344
960, 5408
970, 5795
980, 5948
990, 5822
1000, 5933
1010, 6284
1020, 6367
1030, 6515
1040, 6420
1050, 6548
1060, 6664
1070, 6798
1080, 7484
1090, 7303
1100, 7155
1110, 7372
1120, 7389
1130, 7833
1140, 7941
1150, 7849
1160, 8029
1170, 8523
1180, 8228
1190, 8939
1200, 9657
1210, 8944
1220, 9053
1230, 9012
1240, 9397
1250, 9557
1260, 9306
1270, 9893
1280, 9565
1290, 9752
1300, 10364
1310, 10087
1320, 11195
1330, 10897
1340, 11074
1350, 10785
1360, 11012
1370, 11118
1380, 11217
1390, 11705
1400, 11720
1410, 12088
1420, 11912
1430, 12518
1440, 13236
1450, 13366
1460, 14094
1470, 13338
1480, 13481
1490, 13079
1500, 13424
1510, 14172
1520, 14316
1530, 13829
1540, 14595
1550, 14720
1560, 14335
1570, 15187
1580, 15353
1590, 14817
1600, 16011
1610, 15432
1620, 15958
1630, 15992
1640, 16867
1650, 16871
1660, 16186
1670, 17497
1680, 17362
1690, 17614
1700, 17989
1710, 17938
1720, 18416
1730, 18291
1740, 18378
1750, 18339
1760, 19960
1770, 18652
1780, 19055
1790, 19312
1800, 19293
1810, 20807
1820, 20190
1830, 20615
1840, 20127
1850, 21255
1860, 21381
1870, 21595
1880, 20887
1890, 21286
1900, 23327
1910, 22702
1920, 23246
1930, 23789
1940, 25558
1950, 26201
1960, 23806
1970, 23904
1980, 23293
1990, 24420
2000, 24698
2010, 24760
2020, 24140
2030, 25064
2040, 26631
2050, 26056
2060, 25208
2070, 26109
2080, 26680
2090, 26903
2100, 28247
