10, 33
20, 84
30, 162
40, 269
50, 449
60, 622
70, 843
80, 1056
90, 1232
100, 968
110, 705
120, 832
130, 729
140, 733
150, 882
160, 1498
170, 1350
180, 1195
190, 1448
200, 1702
210, 2054
220, 1812
230, 1952
240, 2239
250, 2304
260, 2718
270, 2746
280, 2920
290, 3156
300, 3365
310, 3607
320, 3813
330, 4039
340, 4287
350, 4579
360, 4917
370, 6725
380, 5651
390, 5749
400, 6411
410, 6401
420, 6731
430, 7333
440, 7224
450, 8015
460, 8065
470, 8551
480, 8669
490, 9220
500, 9665
510, 9716
520, 11245
530, 11011
540, 11286
550, 11777
560, 12038
570, 12718
580, 14296
590, 13507
600, 13660
610, 14462
620, 14852
630, 15044
640, 16016
650, 15757
660, 16545
670, 16780
680, 17899
690, 18708
700, 19469
710, 19591
720, 19472
730, 22395
740, 21660
750, 22974
760, 24290
770, 23123
780, 23748
790, 25166
800, 24521
810, 25337
820, 25617
830, 26278
840, 28147
850, 28124
860, 28211
870, 28981
880, 29946
890, 31083
900, 30551
910, 31552
920, 32001
930, 34731
940, 35367
950, 34450
960, 34502
970, 35126
980, 36408
990, 38697
1000, 37776
1010, 38789
1020, 39284
1030, 45520
1040, 43709
1050, 45831
1060, 45176
1070, 43922
1080, 45802
1090, 49641
1100, 48610
1110, 47757
1120, 50401
1130, 49172
1140, 50677
1150, 52340
1160, 52741
1170, 52854
1180, 56183
1190, 59415
1200, 55559
1210, 57533
1220, 59026
1230, 60013
1240, 59277
1250, 60467
1260, 62733
1270, 65421
1280, 63406
1290, 65320
1300, 64960
1310, 65088
1320, 67167
1330, 69633
1340, 69358
1350, 70945
1360, 71344
1370, 73755
1380, 77166
1390, 74334
1400, 78156
1410, 76011
1420, 75322
1430, 78827
1440, 79854
1450, 90443
1460, 89318
1470, 90944
1480, 90979
1490, 97620
1500, 92943
1510, 97872
1520, 97029
1530, 95647
1540, 99473
1550, 101808
1560, 104404
1570, 102687
1580, 102625
1590, 104220
1600, 106573
1610, 108106
1620, 108893
1630, 109622
1640, 112278
1650, 114704
1660, 113808
1670, 115205
1680, 114108
1690, 116460
1700, 118870
1710, 118856
1720, 121462
1730, 120850
1740, 125188
1750, 144921
1760, 145146
1770, 149389
1780, 148228
1790, 150506
1800, 153687
1810, 155099
1820, 163898
1830, 156372
1840, 156106
1850, 163378
1860, 158556
1870, 166334
1880, 160685
1890, 161897
1900, 163551
1910, 168787
1920, 168714
1930, 173642
1940, 171259
1950, 172966
1960, 173369
1970, 177133
1980, 178728
1990, 179611
2000, 185786
2010, 181812
2020, 185084
2030, 184402
2040, 187187
2050, 205739
2060, 210261
2070, 216150
2080, 213520
2090, 236827
2100, 224466
