2341.65 0 2
881.065 1 17
330.912 2 23
124.71 3 29
46.3183 4 34
17.6413 5 40
6.6087 6 45
2.52629 7 51
0.928043 8 56
0.356247 9 61
0.135617 10 67
0.0519806 11 72
0.019301 12 77
0.00743088 13 83
0.00283193 14 88
0.00108841 15 94
0.000397042 16 99
0.00015314 17 105
5.87446e-05 18 110
2.25488e-05 19 115
8.48485e-06 20 121
3.27102e-06 21 126
1.24374e-06 22 132
4.79034e-07 23 137
1.76514e-07 24 143
6.8113e-08 25 148
2.61251e-08 26 153
1.00407e-08 27 158
3.76857e-09 28 164
1.45375e-09 29 169
5.54663e-10 30 175
2.13319e-10 31 193
7.7457e-11 32 201
2.98371e-11 33 206
1.14525e-11 34 212
3.81148e-12 35 217
1.52527e-12 36 238
5.08423e-13 37 243
2.27374e-13 38 248
0 39 253
0 40 258
0 41 263
0 42 268
0 43 273
0 44 277
0 45 282
0 46 286
0 47 291
0 48 296
0 49 300
0 50 305
0 51 310
0 52 314
0 53 319
0 54 323
0 55 328
0 56 333
0 57 337
0 58 342
0 59 347
0 60 351
0 61 356
0 62 360
0 63 365
368
